ResTenants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property_Code,Ref_Property_ID,Tenant_Code,Ext_Ref_Tenant_Id,Prospect_Code,Ref_Prospect_Id,Unit_Code,First_Name,Last_Name,Social_Security_Number,Move_In_Date,Move_Out_Date,Notice_Date,Lease_From_Date,Lease_To_Date,Lease_Sign_Date,Email,Phone_Number_1,Phone_Number_2,Phone_Number_3,Phone_Number_4,Status,General_Info_1,General_Info_2,General_Info_3,General_Info_4,General_Info_5,General_Info_6,General_Info_7,General_Info_8,General_Info_9,General_Info_10,General_Info_11,General_Info_12,General_Info_13,General_Info_14,Address1,Address2,City,State,Zipcode,Rent,Due_Day,Last_Month_Rent_Deposit,Paid_To_Date,Salutation,Renew_Date,Security_Deposit_0,Security_Deposit_1,Security_Deposit_2,Security_Deposit_3,Security_Deposit_4,Security_Deposit_5,Security_Deposit_6,Security_Deposit_7,Security_Deposit_8,Security_Deposit_9,Non_Sufficient_Fund_Count,Late_Fee_Count,Middle_Name,LateMin,LatePerDay,LateType,LateGrace,LatePercent,LateGrace2,LateAmount2,LatePercent2,LateAmountMax,LatePercentMax,LateDaysMax,LateTypeMax,LateType2,LateMinDueAmount,LeaseGrossSQFT,MovedOut,MaintenanceNotes,LeaseType,BillToCustomer,ExtraAddressLine,Gets1099,Payment_Type,Payable_Type,ACHOptOut,MTM,LeaseTerm,NoticeType,Affordable_Type,Ref_Unit_Id,RGI_Type
lark,,tn134104,,p0000123,,190-2110,Luke,Dixon,,06/24/2012,07/28/2015,06/27/2015,06/24/2014,06/23/2015,06/10/2012,custtest+lukeadixon@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,171 Lower Via Casitas,,Greenbrae,CA,94904,2250,1,0,,,06/13/2014,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,-1,12,1,0,,0
lark,,tl802505,,p0000631,,190-2110,Hannah,Davison,,09/01/2009,02/27/2012,02/16/2012,09/01/2011,02/29/2012,08/17/2009,,12223334444,,12223334444,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2110,Larkspur,CA,94939,1400,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,6,0,0,,0
lark,,tn145067,,p0000287,,190-2111,Melissa,Morehead,,07/12/2013,10/02/2015,08/29/2015,07/12/2014,10/11/2014,07/09/2013,custtest+mamorehead@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,1228 St. Helena Ave.,,Santa Rosa,CA,95404,2535,1,0,,,07/08/2014,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,-1,3,0,0,,0
lark,,t0809747,,p0000397,,190-2111,Lois,Rich,,12/23/2011,01/11/2012,01/09/2012,12/23/2011,01/22/2012,12/14/2011,custtest+loismaxinerich@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2111,Larkspur,CA,94939,1621,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,1,0,0,,0
lark,,t0809963,,p0000399,,190-2111,Kimberly,Brown,,01/17/2012,02/29/2012,02/18/2012,01/17/2012,01/16/2013,01/15/2012,,12223334444,,,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2111,Larkspur,CA,94939,1900,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,0,0,,0
lark,,tn140245,,p0000882,,190-2111,Faisal,Alharthi,,11/12/2012,07/05/2013,06/19/2013,11/12/2012,07/11/2013,11/11/2012,custtest+faisal6007@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2111,Larkspur,CA,94939,2227,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,8,0,0,,0
lark,,t0008246,,p0629238,,190-2111,Travelers Haven LLC,,,01/05/2016,05/06/2016,04/07/2016,01/05/2016,04/04/2016,12/31/2015,,,,,,1,,,,,,,,,,,,,,,720 S. Colorado Blvd. Suite 1050S,,Denver,CO,80246,3350,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,,,0,0,0,0,-1,3,0,0,,0
lark,,t0642035,,p0642035,,190-2111,Traveler's Haven LLC,Rep. Tiffany Wilkins,,08/12/2016,11/11/2016,10/07/2016,08/12/2016,11/11/2016,08/12/2016,custtest+aredfield13@redisrupt.io,,12223334444,,12223334444,4,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2111,Larkspur,CA,94939,3939,1,0,,Dr.,,500,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,0,,0,0,,0,0,0,0,0,3,1,0,,0
lark,,t0636703,,p0636703,,190-2112,Lisa,Kilian,,05/27/2016,,,08/27/2016,11/26/2016,05/21/2016,custtest+lisakilian2014@redisrupt.io,,12223334444,,12223334444,0,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2112,Larkspur,CA,94939,3196,1,0,,Mrs.,08/18/2016,99,250,0,0,0,0,0,0,0,0,,,,75,0,2,5,75,0,,0,,0,0,,,100,0,0,,0,0,,0,0,0,0,0,3,,0,,0
lark,,t0000133,,p0001892,,190-2112,Marin General Hospital,Rep by David Cox,,02/02/2014,10/31/2014,10/31/2014,02/02/2014,05/01/2014,01/25/2014,custtest+hasletj@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2112,Larkspur,CA,94939,3800,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,1,,,0,1,0,0,-1,3,1,0,,0
lark,,t0007185,,p0037792,,190-2112,Beverly Funseth,Marin General,,11/04/2014,09/30/2015,09/22/2015,07/05/2015,10/04/2015,11/01/2014,,,,,12223334444,1,7KBP747,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2112,Larkspur,CA,94939,4350,1,0,,,07/02/2015,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,1,0,0,0,3,1,0,,0
lark,,t0811728,,p0000418,,190-2112,Micheline,Becker,,06/09/2012,02/27/2013,02/02/2013,06/09/2012,06/08/2013,06/03/2012,custtest+no@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2112,Larkspur,CA,94939,1925,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,0,0,,0
lark,,tn143108,,p0000230,,190-2112,Kim,Danner,,04/06/2013,12/26/2013,11/29/2013,04/06/2013,04/05/2014,04/06/2013,custtest+kimceann@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,11050 A Barnett Valley Rd.,,Sebastopol,CA,95472,2265,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,3,0,,0
lark,,tl799891,,p0000619,,190-2112,Charlaine,Prefontaine,,05/26/2009,01/02/2012,12/19/2011,01/01/2011,12/31/2011,05/18/2009,custtest+charlaineangela@redisrupt.io,,12223334444,,,1,,,,,,,,,,,,,,,PO Box 473,,Forest Park,CA,94933,1300,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,0,0,,0
lark,,tn129531,,p0000773,,190-2112,Rene,Lichtl,,02/06/2012,04/20/2012,03/26/2012,02/06/2012,02/05/2013,02/13/2012,custtest+renelichtl@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,2871 Clairton Dr.,,Highlands,CO,,1975,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,0,0,,0
lark,,tn130194,,p0000782,,190-2113,Oakwood,Corporate Housing,,06/22/2012,06/25/2012,06/25/2012,06/22/2012,12/21/2012,06/21/2012,custtest+pmillard@redisrupt.io,(510) 404-0152 x,,12223334444,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2113,Larkspur,CA,94939,2200,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,6,0,0,,0
lark,,tl799982,,p0000620,,190-2113,Noel,Legaspi,,07/27/2009,05/21/2012,05/21/2012,08/01/2011,07/31/2012,05/21/2009,custtest+nj_legaspi@redisrupt.io,,,,,1,,,,,,,,,,,,,,,1495 Casa Buena Dr.,Apt. 307,Corte Madera,CA,94925,1375,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,0,0,,0
lark,,tn138819,,p0000148,,190-2113,James,Kochman,,10/18/2012,10/22/2014,09/23/2014,10/18/2013,10/17/2014,09/07/2012,custtest+jimkochman@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,455 Laurel Ave.,,Half Moon Bay,CA,94019,2240,1,0,,,10/17/2013,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,1,0,,0
lark,,t0003797,,p0003797,,190-2113,Richard,Ewenstein,,10/31/2014,,,10/31/2015,10/30/2016,10/02/2014,custtest+rie82@redisrupt.io,,12223334444,,,0,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2113,Larkspur,CA,94939,2800,1,0,,,10/29/2015,500,250,0,0,0,0,0,0,0,0,,,,75,0,2,5,75,0,,0,,0,0,,,0,0,0,,0,0,,0,0,0,0,0,12,,0,,0
lark,,t0003372,,p0003372,,190-2114,Keith,Ragadio,,09/10/2014,08/09/2016,07/06/2016,09/10/2015,08/09/2016,08/04/2014,custtest+keith.ragadio@redisrupt.io,,12223334444,,,1,,,,,,,,,,,,,,,1375 Sycamore Ave. Apt. 380,,Hercules,CA,94547,2815,1,0,,,07/19/2015,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,11,1,0,,0
lark,,t0000246,,pl000665,,190-2114,Vincent,Marsella,,05/31/2014,06/30/2014,06/03/2014,05/31/2014,06/30/2014,05/30/2014,custtest+vmarsella@redisrupt.io,12223334444,12223334444,,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2114,Larkspur,CA,94939,3800,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,1,0,0,0,1,0,0,,0
lark,,t0002958,,p0002958,,190-2114,Jeremy,Juszczak,,,,,07/15/2014,07/14/2015,,,,12223334444,,,7,,,,,,,,,,,,,,,1039 N Marshfield Ave,Unit 2,Chicago,IL,60622,3775,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,0,0,0,,0
lark,,t0003007,,p0003007,,190-2114,Daniel,Brown,,07/03/2014,09/02/2014,07/28/2014,07/03/2014,09/02/2014,06/15/2014,custtest+brown.daniel.r@redisrupt.io,,12223334444,,12223334444,1,,,,,,,,,,,,,,,1316 San Anselmo Ave.,,San Anselmo,CA,94960,4460,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,1,0,,0,1,0,0,0,2,1,0,,0
lark,,t0000118,,p0001679,,190-2114,Marin General Hospital,Rep by David Cox,,01/05/2014,04/30/2014,04/30/2014,01/05/2014,04/04/2014,12/30/2013,custtest+hasletj@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2114,Larkspur,CA,94939,3600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,1,0,0,-1,3,1,0,,0
lark,,t0001554,,p0001554,,190-2114,Sutro,Test,,,,,,,,custtest+testuserssutro@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,123 State,,Goletac,CA,93117,2329,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,tn138548,,p0000867,,190-2114,Marin General,Hospital,,09/15/2012,03/31/2013,12/16/2012,09/15/2012,12/14/2012,08/30/2012,custtest+hasletj@redisrupt.io,12223334444,,12223334444,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2114,Larkspur,CA,94939,3600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,3,0,0,,0
lark,,tn143257,,p0000898,,190-2114,Elinor,Craig,,05/01/2013,06/30/2013,05/15/2013,05/01/2013,06/30/2013,04/14/2013,custtest+elinor631@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,PO Box 234,,Kentfield,CA,94914,2217,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,2,0,0,,0
lark,,t0000047,,pl000085,,190-2114,Lisa,Sondin,,10/24/2014,,,10/24/2014,04/23/2015,,custtest+pinecoan@redisrupt.io,12223334444,,,,7,,,,,,,,,,,,,,,659 Auburn Ave NE,,Atlanta,GA,30312,2675,1,0,,,,413,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,6,0,0,,0
lark,,tn144878,,p0000281,,190-2114,Marin General Hospital,Rep by David Cox,,07/07/2013,10/29/2013,10/28/2013,07/07/2013,10/06/2013,06/26/2013,custtest+hasletj@redisrupt.io,12223334444,,12223334444,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2114,Larkspur,CA,94939,3600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,3,1,0,,0
lark,,tn129163,,p0000770,,190-2114,Corporate,Apartment,,02/12/2012,02/16/2012,02/16/2012,02/12/2012,02/11/2013,02/12/2012,custtest+no@redisrupt.io,12223334444,,12223334444,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2114,Larkspur,CA,94939,2200,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,0,0,,0
lark,,tn129943,,p0000776,,190-2114,CompHealth,Rep By Melissa Eden,,02/25/2012,05/28/2012,04/25/2012,02/25/2012,05/24/2012,02/16/2012,custtest+Melissa.Eden@redisrupt.io,12223334444,,12223334444,,1,,,,,,,,,,,,,,,2900 Charlevoix Dr. SE,Ste 200,Grand,MI,,2500,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,3,0,0,,0
lark,,tn125816,,p0000736,,190-2114,TEMP - Kathy,Bottarini,,10/13/2011,12/15/2011,12/05/2011,10/13/2011,10/12/2012,10/12/2011,custtest+desert_rose-555@redisrupt.io,12223334444,,12223334444,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2114,Larkspur,CA,94939,2200,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,0,0,,0
lark,,tn136629,,p0000849,,190-2114,John,Ruedebusch,,07/28/2012,09/05/2012,08/24/2012,07/28/2012,09/05/2012,07/26/2012,custtest+jdr73@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,21 Tam Commons Lane,,Mill,CA,,3650,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,2,0,0,,0
lark,,tn134358,,p0000833,,190-2115,Sheronda,Johnson,,07/14/2012,07/11/2013,06/14/2013,07/14/2012,07/13/2013,06/17/2012,custtest+ronjohn76@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,5129 Heavenly Ridge Ln,,El,CA,,1900,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,0,0,,0
lark,,tn125293,,p0000729,,190-2115,Holly,Thompson,,09/28/2011,11/17/2011,11/14/2011,09/28/2011,09/27/2012,09/26/2011,custtest+hollythompsonbac@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,1600 Lincoln Village Circle,Apt. 2131,Larkspur,CA,94939,1799,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,0,0,,0
lark,,tn145627,,p0000298,,190-2115,Mark,Burgess,,08/03/2013,12/03/2014,10/10/2014,08/03/2013,08/02/2014,07/30/2013,custtest+mburgess721@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,1 Mallard Road,,Mystic,CT,6355,2525,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,-1,12,0,0,,0
lark,,tl100153,,p0000515,,190-2115,Elizabeth,Altman,,07/01/2010,07/05/2011,05/23/2011,07/01/2010,06/30/2011,05/16/2010,custtest+ebrookea@redisrupt.io,,12223334444,,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2115,Larkspur,CA,94939,1295,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,0,0,,0
lark,,tl000821,,p0625730,,190-2115,Estelle,Guenot,,09/15/2015,,,09/15/2016,09/14/2017,09/10/2015,custtest+estelleguenot17@redisrupt.io,12223334444,12223334444,,,0,,WHT RANGE ROVER,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2115,Larkspur,CA,94939,3025,1,0,,,08/23/2016,500,250,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,,0,,0,0,,,100,0,0,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0614000,,p0614000,,190-2115,Jarad,Gaines,,12/22/2014,08/29/2015,07/25/2015,12/22/2014,02/21/2016,11/29/2014,custtest+gainesjarad@redisrupt.io,12223334444,12223334444,,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2115,Larkspur,CA,94939,2555,1,0,,,,0,0,0,0,0,0,0,0,0,0,5,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,14,0,0,,0
lark,,t0614338,,p0614338,,190-2116,Brian,Egan,,02/01/2015,,,02/01/2016,01/31/2017,01/10/2015,custtest+b_egan@redisrupt.io,12223334444,12223334444,,12223334444,0,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2116,Larkspur,CA,94939,2850,1,0,,,12/17/2015,500,0,0,0,0,0,0,0,0,0,0,0,L,75,0,2,5,75,0,,0,,0,0,,,100,0,0,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,tn143115,,p0000897,,190-2116,John,Callahan,,04/16/2013,07/15/2013,07/14/2013,04/16/2013,07/15/2013,04/06/2013,custtest+jcallahan98@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,109 Milland Dr.,,Mill,CA,,3800,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,3,0,0,,0
lark,,t0007247,,p0000907,,190-2116,Deborah,Lilley,,10/05/2013,01/10/2015,01/05/2015,10/05/2014,10/04/2015,09/25/2013,custtest+deborahlilley24@redisrupt.io,,,,12223334444,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2116,Larkspur,CA,94939,2400,1,0,,,09/08/2014,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,1,0,0,0,12,0,0,,0
lark,,tl095159,,p0000476,,190-2116,Lyvonne,McCray,,02/26/2010,10/31/2011,09/22/2011,05/01/2011,10/31/2011,02/15/2010,custtest+lyvonnemccray@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,1003 Daffodil Way,,San Francisco,CA,,1700,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,6,0,0,,0
lark,,tn136820,,p0000850,,190-2116,Marin General,Hospital,,08/01/2012,03/18/2013,07/30/2013,08/01/2012,10/31/2012,07/29/2012,custtest+hasletj@redisrupt.io,12223334444,,12223334444,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2116,Larkspur,CA,94939,3600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,3,0,0,,0
lark,,tn131157,,p0000790,,190-2116,Marion,Wirsig,,04/18/2012,07/03/2012,05/30/2012,04/18/2012,05/31/2012,03/22/2012,marion@counter-com.de,12223334444,,,,1,,,,,,,,,,,,,,,85 Marin Ave.,,Sausalito,CA,94965,3000,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,1,0,0,,0
lark,,tl019802,,p0000440,,190-2209,Susan,Marshall,,02/14/2007,04/02/2012,03/01/2012,07/01/2011,05/31/2012,02/14/2007,custtest+smarshus@redisrupt.io,,,,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2209,Larkspur,CA,94939,2210,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,11,0,0,,0
lark,,tn133812,,p0000120,,190-2209,Jake,Bragonier,,06/09/2012,04/30/2014,04/01/2014,11/01/2013,04/30/2014,06/01/2012,custtest+jakebragonier@redisrupt.io,,12223334444,,,1,,,,,,,,,,,,,,,113 Buckelew St.,,Sausalito,CA,94965,3135,1,0,,,02/07/2014,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,6,1,0,,0
lark,,t0000238,,p0002810,,190-2209,Jenna,Taylor,,06/07/2014,,,05/07/2016,05/06/2017,05/25/2014,custtest+jenna.taylor0529@redisrupt.io,,12223334444,,,0,6tcj527,acura,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2209,Larkspur,CA,94939,3600,1,0,,,04/29/2016,500,250,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,,0,,0,0,,,100,0,0,,0,,,0,0,0,0,0,12,0,0,,0
lark,,t0000286,,p0003445,,190-2210,Christine,Short,,09/15/2014,08/14/2016,05/25/2016,09/15/2015,08/14/2016,08/31/2014,custtest+christineshort2512@redisrupt.io,12223334444,12223334444,,,1,,,,,,,,,,,,,,,190 Sea Point Way,,Pittsburg,CA,94565,3600,1,0,,,09/03/2015,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,11,1,0,,0
lark,,tn143586,,p0000240,,190-2210,Mary,Whelan,,05/18/2013,08/02/2014,06/15/2014,05/18/2013,05/17/2014,05/03/2013,custtest+mary@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,1187 Oakcliff Dr.,,Maicon,GA,31211,3755,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,-1,12,0,0,,0
lark,,tl019803,,p0000441,,190-2210,Lynda,Hilleshiem,,04/27/2002,01/02/2012,01/02/2012,11/01/2010,10/31/2011,04/27/2002,custtest+lyndahilleshiem@redisrupt.io,,,,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2210,Larkspur,CA,94939,1975,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,0,0,,0
lark,,t0811976,,p0000420,,190-2210,Michele,Vaughan,,03/10/2012,05/14/2013,03/28/2013,03/10/2012,04/09/2013,03/09/2012,,12223334444,,,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2210,Larkspur,CA,94939,2952,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,13,0,0,,0
lark,,tl100551,,p0000517,,190-2211,Michael,Taylor,,05/28/2010,05/29/2012,05/16/2012,06/01/2011,05/31/2012,05/18/2010,custtest+michael35taylor@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,1900 Lincoln Village Circle,Apt. 2211,Larkspur,CA,94939,1800,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,12,0,0,,0
lark,,tn141257,,p0000188,,190-2211,Brenden,Yezbak,,04/20/2013,10/20/2013,09/19/2013,04/20/2013,10/19/2013,04/06/2013,custtest+brenden.yezbak@redisrupt.io,12223334444,,,,1,,,,,,,,,,,,,,,418 Forbes Ave,,San Rafael,CA,94901,3300,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,1,0,0,0,6,0,0,,0
lark,,t0000038,,p0001059,,190-2211,Ayelet,Zadok,,,,,11/16/2013,11/15/2014,,custtest+azfilter-rent@redisrupt.io,12223334444,,,,7,,,,,,,,,,,,,,,810 Skycrest Drive,,San Bruno,CA,94066,2975,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,12,0,0,,0
